%SerialNumber: 642583-1-1
%Ax1Name: Y; Ax1Num: 1; Ax1Sign: 1; Ax1Slave: 0
%Ax2Name: X; Ax2Num: 3; Ax2Sign: 1; Ax2Slave: 0
%UserUnits: MM
%Operator: BJL; Model: PlanarHD-500-500-ES20058; AirTemp: 21.24; MatTemp: 21.39; expandCoef: 0.0; Comment: 2D Calibration Zone2
% Ax1TestLoc Ax2TestLoc Ax1CmdPos Ax2CmdPos Ax1RelErr Ax2RelErr
%
1.0	1.0	-100.000000	-250.000000	0.001420	0.000320
2.0	1.0	-90.000000	-250.000000	0.001350	0.000260
3.0	1.0	-80.000000	-250.000000	0.001390	0.000240
4.0	1.0	-70.000000	-250.000000	0.001430	0.000190
5.0	1.0	-60.000000	-250.000000	0.001350	0.000190
6.0	1.0	-50.000000	-250.000000	0.001310	0.000140
7.0	1.0	-40.000000	-250.000000	0.001380	0.000140
8.0	1.0	-30.000000	-250.000000	0.001370	0.000080
9.0	1.0	-20.000000	-250.000000	0.001370	0.000020
10.0	1.0	-10.000000	-250.000000	0.001370	0.000000
11.0	1.0	0.000000	-250.000000	0.001420	-0.000040
12.0	1.0	10.000000	-250.000000	0.001450	-0.000090
13.0	1.0	20.000000	-250.000000	0.001390	-0.000110
14.0	1.0	30.000000	-250.000000	0.001290	-0.000160
15.0	1.0	40.000000	-250.000000	0.001310	-0.000200
16.0	1.0	50.000000	-250.000000	0.001170	-0.000260
17.0	1.0	60.000000	-250.000000	0.001300	-0.000300
18.0	1.0	70.000000	-250.000000	0.001350	-0.000350
19.0	1.0	80.000000	-250.000000	0.001300	-0.000460
20.0	1.0	90.000000	-250.000000	0.001230	-0.000520
21.0	1.0	100.000000	-250.000000	0.001190	-0.000600
22.0	1.0	110.000000	-250.000000	0.001110	-0.000580
23.0	1.0	120.000000	-250.000000	0.001140	-0.000600
24.0	1.0	130.000000	-250.000000	0.001180	-0.000650
25.0	1.0	140.000000	-250.000000	0.001220	-0.000710
26.0	1.0	150.000000	-250.000000	0.001160	-0.000810
27.0	1.0	160.000000	-250.000000	0.001180	-0.000870
28.0	1.0	170.000000	-250.000000	0.001180	-0.000930
29.0	1.0	180.000000	-250.000000	0.001170	-0.000990
30.0	1.0	190.000000	-250.000000	0.001080	-0.001020
31.0	1.0	200.000000	-250.000000	0.001050	-0.001080
32.0	1.0	210.000000	-250.000000	0.001050	-0.001200
33.0	1.0	220.000000	-250.000000	0.001010	-0.001320
34.0	1.0	230.000000	-250.000000	0.000980	-0.001290
35.0	1.0	240.000000	-250.000000	0.000970	-0.001250
36.0	1.0	250.000000	-250.000000	0.000890	-0.001230
1.0	2.0	-100.000000	-240.000000	0.001300	0.000270
2.0	2.0	-90.000000	-240.000000	0.001230	0.000300
3.0	2.0	-80.000000	-240.000000	0.001250	0.000240
4.0	2.0	-70.000000	-240.000000	0.001290	0.000190
5.0	2.0	-60.000000	-240.000000	0.001230	0.000150
6.0	2.0	-50.000000	-240.000000	0.001160	0.000090
7.0	2.0	-40.000000	-240.000000	0.001200	0.000060
8.0	2.0	-30.000000	-240.000000	0.001180	0.000030
9.0	2.0	-20.000000	-240.000000	0.001170	0.000010
10.0	2.0	-10.000000	-240.000000	0.001180	0.000010
11.0	2.0	0.000000	-240.000000	0.001200	0.000000
12.0	2.0	10.000000	-240.000000	0.001160	-0.000010
13.0	2.0	20.000000	-240.000000	0.001110	-0.000060
14.0	2.0	30.000000	-240.000000	0.001070	-0.000110
15.0	2.0	40.000000	-240.000000	0.001120	-0.000150
16.0	2.0	50.000000	-240.000000	0.001010	-0.000200
17.0	2.0	60.000000	-240.000000	0.001100	-0.000240
18.0	2.0	70.000000	-240.000000	0.001160	-0.000280
19.0	2.0	80.000000	-240.000000	0.001110	-0.000340
20.0	2.0	90.000000	-240.000000	0.001060	-0.000380
21.0	2.0	100.000000	-240.000000	0.000990	-0.000440
22.0	2.0	110.000000	-240.000000	0.000970	-0.000530
23.0	2.0	120.000000	-240.000000	0.000990	-0.000540
24.0	2.0	130.000000	-240.000000	0.001000	-0.000570
25.0	2.0	140.000000	-240.000000	0.001020	-0.000600
26.0	2.0	150.000000	-240.000000	0.000980	-0.000700
27.0	2.0	160.000000	-240.000000	0.001000	-0.000770
28.0	2.0	170.000000	-240.000000	0.000990	-0.000850
29.0	2.0	180.000000	-240.000000	0.000960	-0.000920
30.0	2.0	190.000000	-240.000000	0.000950	-0.000970
31.0	2.0	200.000000	-240.000000	0.000950	-0.001040
32.0	2.0	210.000000	-240.000000	0.000940	-0.001180
33.0	2.0	220.000000	-240.000000	0.000940	-0.001280
34.0	2.0	230.000000	-240.000000	0.000910	-0.001300
35.0	2.0	240.000000	-240.000000	0.000890	-0.001270
36.0	2.0	250.000000	-240.000000	0.000870	-0.001250
1.0	3.0	-100.000000	-230.000000	0.001130	0.000270
2.0	3.0	-90.000000	-230.000000	0.001070	0.000310
3.0	3.0	-80.000000	-230.000000	0.001120	0.000260
4.0	3.0	-70.000000	-230.000000	0.001180	0.000210
5.0	3.0	-60.000000	-230.000000	0.001110	0.000120
6.0	3.0	-50.000000	-230.000000	0.001030	0.000050
7.0	3.0	-40.000000	-230.000000	0.001050	0.000000
8.0	3.0	-30.000000	-230.000000	0.001060	-0.000010
9.0	3.0	-20.000000	-230.000000	0.001060	-0.000040
10.0	3.0	-10.000000	-230.000000	0.001070	-0.000080
11.0	3.0	0.000000	-230.000000	0.001080	-0.000120
12.0	3.0	10.000000	-230.000000	0.001020	-0.000140
13.0	3.0	20.000000	-230.000000	0.001000	-0.000160
