-250.0000, -250.0000, -0.9227, 1.8348
-240.0000, -250.0000, -0.9427, 1.6741
-230.0000, -250.0000, -0.9627, 1.5134
-220.0000, -250.0000, -0.9627, 1.3327
-210.0000, -250.0000, -0.9727, 1.1819
-200.0000, -250.0000, -0.9727, 1.0412
-190.0000, -250.0000, -0.9427, 0.9205
-180.0000, -250.0000, -0.9927, 0.7998
-170.0000, -250.0000, -0.9727, 0.6391
-160.0000, -250.0000, -0.9427, 0.4683
-150.0000, -250.0000, -0.9627, 0.3076
-140.0000, -250.0000, -0.9827, 0.1669
-130.0000, -250.0000, -0.9927, 0.0862
-120.0000, -250.0000, -1.0127, -0.0446
-110.0000, -250.0000, -0.9727, -0.1753
-100.0000, -250.0000, -0.9016, -0.3540
-90.0000, -250.0000, -0.9616, -0.4790
-80.0000, -250.0000, -0.9316, -0.5839
-70.0000, -250.0000, -0.8866, -0.7038
-60.0000, -250.0000, -0.9466, -0.7938
-50.0000, -250.0000, -0.9966, -0.8837
-40.0000, -250.0000, -0.9366, -0.9837
-30.0000, -250.0000, -0.9466, -1.0886
-20.0000, -250.0000, -0.9416, -1.2035
-10.0000, -250.0000, -0.9416, -1.2685
0.0000, -250.0000, -0.9066, -1.3384
10.0000, -250.0000, -0.9116, -1.4584
20.0000, -250.0000, -0.9716, -1.5483
30.0000, -250.0000, -1.0366, -1.6433
40.0000, -250.0000, -1.0166, -1.7632
50.0000, -250.0000, -1.1366, -1.8781
60.0000, -250.0000, -1.0316, -1.9881
70.0000, -250.0000, -0.9816, -2.1480
80.0000, -250.0000, -1.0266, -2.3230
90.0000, -250.0000, -1.0816, -2.4429
100.0000, -250.0000, -1.1416, -2.5929
110.0000, -250.0000, -1.1206, -2.7844
120.0000, -250.0000, -1.0906, -2.8736
130.0000, -250.0000, -1.0506, -2.9927
140.0000, -250.0000, -1.0106, -3.1219
150.0000, -250.0000, -1.0706, -3.2911
160.0000, -250.0000, -1.0506, -3.4202
170.0000, -250.0000, -1.0506, -3.5494
180.0000, -250.0000, -1.0606, -3.6785
190.0000, -250.0000, -1.1506, -3.7777
200.0000, -250.0000, -1.1806, -3.9069
210.0000, -250.0000, -1.1806, -4.0960
220.0000, -250.0000, -1.2206, -4.2852
230.0000, -250.0000, -1.2506, -4.3244
240.0000, -250.0000, -1.2606, -4.3535
250.0000, -250.0000, -1.3406, -4.4027
-250.0000, -240.0000, -0.8219, 1.7648
-240.0000, -240.0000, -0.8119, 1.5941
-230.0000, -240.0000, -0.8319, 1.4434
-220.0000, -240.0000, -0.8819, 1.2627
-210.0000, -240.0000, -0.8919, 1.1219
-200.0000, -240.0000, -0.9419, 0.9912
-190.0000, -240.0000, -0.9019, 0.8805
-180.0000, -240.0000, -0.9419, 0.7598
-170.0000, -240.0000, -0.9019, 0.6191
-160.0000, -240.0000, -0.8819, 0.4783
-150.0000, -240.0000, -0.9319, 0.3076
-140.0000, -240.0000, -0.9219, 0.1669
-130.0000, -240.0000, -0.9319, 0.0262
-120.0000, -240.0000, -0.9319, -0.1046
-110.0000, -240.0000, -0.9319, -0.1953
-100.0000, -240.0000, -0.9367, -0.3990
-90.0000, -240.0000, -0.9967, -0.4840
-80.0000, -240.0000, -0.9667, -0.5939
-70.0000, -240.0000, -0.9267, -0.6738
-60.0000, -240.0000, -0.9817, -0.7938
-50.0000, -240.0000, -1.0567, -0.9137
-40.0000, -240.0000, -1.0117, -1.0237
-30.0000, -240.0000, -1.0267, -1.1186
-20.0000, -240.0000, -1.0167, -1.2335
-10.0000, -240.0000, -1.0017, -1.3285
0.0000, -240.0000, -0.9767, -1.4434
10.0000, -240.0000, -1.0167, -1.5284
20.0000, -240.0000, -1.0617, -1.6533
30.0000, -240.0000, -1.1017, -1.7733
40.0000, -240.0000, -1.0567, -1.8832
50.0000, -240.0000, -1.1617, -1.9981
60.0000, -240.0000, -1.0867, -2.0831
70.0000, -240.0000, -1.0317, -2.1980
80.0000, -240.0000, -1.0817, -2.3530
90.0000, -240.0000, -1.1267, -2.4529
100.0000, -240.0000, -1.2017, -2.5629
110.0000, -240.0000, -1.1914, -2.7344
120.0000, -240.0000, -1.1714, -2.8136
130.0000, -240.0000, -1.1614, -2.9127
140.0000, -240.0000, -1.1414, -3.0119
150.0000, -240.0000, -1.1814, -3.1811
160.0000, -240.0000, -1.1614, -3.3202
170.0000, -240.0000, -1.1714, -3.4694
180.0000, -240.0000, -1.2014, -3.6085
190.0000, -240.0000, -1.2114, -3.7277
200.0000, -240.0000, -1.2114, -3.8669
210.0000, -240.0000, -1.2214, -4.0760
220.0000, -240.0000, -1.2214, -4.2452
230.0000, -240.0000, -1.2514, -4.3344
240.0000, -240.0000, -1.2714, -4.3735
250.0000, -240.0000, -1.2914, -4.4227
-250.0000, -230.0000, -0.9412, 1.7148
-240.0000, -230.0000, -0.9212, 1.5841
-230.0000, -230.0000, -0.9312, 1.4534
-220.0000, -230.0000, -0.9312, 1.2627
-210.0000, -230.0000, -1.0012, 1.1219
-200.0000, -230.0000, -1.0012, 1.0412
-190.0000, -230.0000, -0.9812, 0.9505
-180.0000, -230.0000, -0.9912, 0.7998
-170.0000, -230.0000, -0.9412, 0.6191
-160.0000, -230.0000, -0.9412, 0.4983
-150.0000, -230.0000, -0.9812, 0.3276
-140.0000, -230.0000, -1.0012, 0.1669
-130.0000, -230.0000, -1.0212, 0.0562
-120.0000, -230.0000, -1.0312, -0.1046
-110.0000, -230.0000, -0.9812, -0.1453
-100.0000, -230.0000, -0.9918, -0.3740
-90.0000, -230.0000, -1.0418, -0.4640
-80.0000, -230.0000, -1.0118, -0.5789
-70.0000, -230.0000, -0.9568, -0.6888
-60.0000, -230.0000, -1.0218, -0.8438
-50.0000, -230.0000, -1.0868, -0.9637
-40.0000, -230.0000, -1.0468, -1.0687
-30.0000, -230.0000, -1.0418, -1.1536
-20.0000, -230.0000, -1.0418, -1.2585
-10.0000, -230.0000, -1.0368, -1.3735
0.0000, -230.0000, -1.0218, -1.4834
10.0000, -230.0000, -1.0768, -1.5784
20.0000, -230.0000, -1.1018, -1.6883
